surname	firstname	twostephash	uid
Harper	 Mrs. Henry Sleeper (Myna Haxtun)	{1729538, 1634823, 1914376, 346633, 996362, 613387, 550924, 1533453, 120341, 827413, 1114645, 2000408, 1064985, 1167388, 1625117, 1880606, 204830, 228385, 425505, 1185825, 1907236, 439333, 922150, 1077797, 1437221, 1700397, 426030, 1605166, 321584, 1093682, 1671219, 392246, 1837624, 790586, 561212, 335937, 207938, 155203, 1350212, 1687619, 1865797, 211015, 1122376, 421961, 499786, 1136714, 1276490, 1518668, 1547847, 1600079, 43088, 345172, 1402456, 1124955, 547421, 602206, 875104, 1675361, 1559140, 1702502, 1319532, 829552, 1502833, 1460338, 223859, 233588, 1750129, 1804402, 1953399, 1153143, 705150, 105599, 285824, 1107073, 1664130, 1595523, 54409, 126090, 839820, 634510, 1229969, 1740434, 607384, 487077, 579244, 1679533, 554162, 364729, 2042558, 58562, 121027, 1238212, 1488581, 1791171, 2034885, 112330, 1780939, 556236, 1960141, 30926, 654030, 1710799, 433875, 1867479, 850649, 1170649, 999131, 1434844, 1878233, 1045214, 149727, 1145055, 1224414, 1589985, 38627, 1631460, 663545, 1748712, 263405, 1486575, 1296629, 1393398, 1416951, 435960, 1496823, 299775, 953599, 1535745, 713477, 1968395, 936206, 608529, 691473, 760083, 14612, 401173, 473365, 1794836, 157466, 763165, 179486, 74017, 1942308, 1236263, 1930025, 1839408, 800564, 805173, 1307444, 1614132, 967480, 886073, 217914, 2007355, 260412, 1647935, 927554, 1398085, 2027337, 315213, 1442126, 1508686, 194385, 778066, 1816921, 255834, 199003, 249180, 394586, 208734, 482655, 657243, 799072, 1526623, 2017115, 2037089, 1561957, 1553905, 895848, 1343337, -1685, 752495, 662384, 842103, 1813880, 1014651, 2041218, 1951619, 2032006, 1588616, 1568649, 1580431, 428946, 91028, 1504150, 655767, 834971, 932252, 920478, 115616, 833953, 784290, 1691554, 1253796, 1903009, 1041319, 1213865, 243114, 267691, 1220009, 1244589, 1787308, 188850, 994229, 337846, 1910202, 1260987, 1413051, 1693115, 1975740, 540608, 772548, 472517, 585669, 699849, 1833418, 1209803, 1812429, 1898966, 448983, 582616, 400857, 1240027, 52188, 794076, 1256414, 1447390, 1543649, 332258, 1069539, 1395682, 21989, 667623, 775656, 1500136, 729066, 1624042, 1758700, 678381, 237552, 83953, 753136, 864753, 1704948, 1893365, 986100, 1071088, 1291250, 1299958, 1363445, 1521659, 901116, 92157, 1861630}	52
Hegarty	" Miss. Hanora ""Nora"""	{269313, 459782, 332297, 1537548, 1527824, 647699, 1049619, 1114645, 1998875, 271908, 576037, 1077797, 1700397, 1743406, 689711, 1407025, 1967670, 1548345, 2023995, 882748, 335937, 1847874, 1628227, 1350212, 1490503, 644684, 895568, 1620048, 938067, 1938517, 1739862, 1870934, 101464, 672345, 1839705, 1884761, 1432668, 394333, 547421, 234591, 602206, 1240159, 868450, 1307743, 1412713, 1159274, 650354, 480247, 1324151, 1153143, 130685, 1019518, 957063, 126090, 965259, 1972875, 57489, 1330321, 1789084, 39072, 625313, 1622688, 932003, 1581733, 1953959, 1679533, 1090224, 554162, 489663, 1024191, 1215169, 1128132, 1238212, 764620, 1960141, 500431, 739536, 872655, 1925331, 850649, 1170649, 1224414, 1589985, 1210597, 224495, 114417, 1738997, 463094, 1416951, 1697530, 292094, 715006, 218366, 1714947, 24839, 1313544, 529166, 525071, 473365, 1134870, 972057, 157466, 1559836, 1814303, 74017, 819490, 329001, 900393, 1760553, 140076, 1930025, 433966, 1545524, 1731385, 604475, 260412, 1534783, 1647935, 1729343, 1806664, 700746, 1343306, 1442126, 1519099, 255834, 1117023, 1058144, 1561957, 1970023, 282493, 507773, 104319, 1326463, 800130, 237955, 131972, 1951619, 386956, 1509780, 362390, 1504150, 834971, 1790877, 865694, 294305, 784290, 1029036, 294831, 853936, 1426879, 1461186, 772548, 1626054, 797641, 734680, 1620440, 324058, 916444, 21989, 667623, 989672, 1500136, 678381, 476654, 753136, 1258995, 1777651, 1235447, 1959417, 1521659, 1402876}	654
Davies	 Master. John Morgan Jr	{914944, 144388, 1493509, 61448, 55305, 564746, 364559, 1308176, 1527824, 304659, 397331, 1024533, 586774, 1499156, 1158176, 88097, 1533984, 729640, 1121324, 362541, 1246764, 689711, 1778732, 1407025, 1801775, 1220664, 242746, 69179, 1198651, 2023995, 891455, 580161, 383047, 1287755, 134734, 632398, 788050, 938067, 960088, 984156, 1432668, 602206, 1907297, 2030690, 1140838, 496238, 1261168, 223859, 369780, 502899, 441462, 1215607, 894580, 1432184, 493690, 1097340, 105599, 231040, 1571972, 327813, 957063, 1413769, 505994, 1813643, 207500, 1269393, 1323666, 389268, 58517, 1143447, 706205, 39072, 664737, 1379489, 1580707, 1039528, 548521, 1703080, 1869994, 1231532, 247470, 1090224, 1091249, 138930, 795315, 340155, 752830, 2042558, 59584, 2035905, 1726666, 1918154, 764620, 1568469, 233178, 599770, 34532, 1041637, 5864, 1302249, 1724653, 1992942, 627953, 404213, 2011895, 292094, 218366, 713477, 1245449, 1341708, 14612, 1732374, 157466, 676639, 995615, 1443618, 276776, 1787180, 1550125, 1263919, 862514, 1497394, 209716, 355125, 739124, 805173, 990519, 1020727, 1849144, 260412, 359743, 860481, 927554, 1626952, 1877328, 185688, 2017115, 327004, 1002845, 1297245, 200031, 792927, 1970023, 1749352, 1589609, 157547, 528747, 892276, 1921399, 1103227, 104319, 1610625, 1689474, 237955, 1149827, 1336708, 1937797, 318856, 386956, 1323917, 1195921, 499096, 1466777, 94618, 315295, 688032, 509345, 1565091, 637863, 269224, 981496, 99755, 1145259, 1582000, 1770416, 376243, 1425331, 709557, 1601462, 2017715, 1177529, 701370, 338875, 1539001, 1225665, 1965506, 513987, 551364, 646083, 762310, 1174983, 1126346, 1812429, 1892304, 458709, 734680, 520155, 1734108, 721378, 624099, 1791460, 929258, 150507, 1915371, 91117, 963568, 1071088, 1258995, 1777651, 1110517, 1522677, 1751544, 1331196}	549
Cardeza	 Mr. Thomas Drake Martinez	{319498, 1127434, 1537548, 1920015, 1114645, 586774, 1345557, 1511957, 1545246, 697887, 1533984, 1974818, 202277, 784426, 891435, 1743403, 1790509, 1443888, 1407025, 6197, 1220664, 446524, 335937, 417346, 1137220, 1661508, 1162830, 270927, 515664, 729168, 788050, 1686608, 1746518, 2021975, 1541216, 868450, 1813091, 550502, 989800, 1501802, 496238, 829552, 1261168, 650354, 423027, 721522, 730739, 441462, 836214, 1167986, 1090169, 1879158, 1097340, 258685, 105599, 32383, 1313929, 126090, 1984651, 1335949, 1229969, 1740434, 81044, 1450132, 682646, 625313, 1492641, 506533, 906920, 762539, 165548, 1839275, 738992, 21683, 1790133, 1644214, 1942199, 1078969, 1310907, 1241278, 1024191, 59584, 971969, 58562, 1156290, 1940673, 1070277, 111304, 1918154, 1551052, 500431, 872655, 1613009, 433875, 1568469, 920279, 233178, 353501, 142048, 1609953, 1429734, 697576, 1302249, 1271019, 1386731, 152815, 224495, 482547, 404213, 706806, 1664252, 1787132, 1123583, 1535745, 392964, 736517, 824070, 310024, 1245449, 809740, 1890061, 1635600, 2008850, 1706263, 27929, 932633, 544539, 643868, 862491, 1559836, 1454367, 29472, 1047329, 462114, 384292, 1824549, 133926, 588583, 140076, 1550125, 1896242, 1671475, 1978676, 602934, 1013051, 359743, 1356096, 574273, 727873, 860481, 1742146, 1353549, 1442126, 387926, 1297245, 200031, 137568, 323423, 1727330, 1730917, 687463, 867176, 82286, 1579887, 1588590, 326513, 683890, 298868, 350580, 980340, 1488759, 839033, 507773, 669566, 1326463, 1951619, 296326, 1087884, 143757, 1323917, 1544077, 1343378, 1481109, 526233, 1678235, 741789, 965535, 294305, 1565091, 637863, 269224, 1011114, 170413, 113070, 1597869, 1296304, 1770416, 1931695, 709557, 1977274, 1693115, 887742, 474047, 1383359, 816577, 107458, 528834, 1286086, 1174983, 797641, 346058, 865230, 615375, 1131982, 1233879, 1620440, 456665, 802779, 1939420, 348125, 1256414, 1768931, 775656, 975337, 1495536, 1800176, 656893, 313854}	679
Staneff	 Mr. Ivan	{144388, 1429514, 1527824, 1675795, 748052, 1024533, 586774, 409626, 1592863, 629283, 456232, 729640, 1749553, 1392690, 1061433, 2023995, 1003579, 607807, 417346, 1766473, 191052, 644684, 788050, 229461, 1746518, 1000026, 1432668, 1907297, 1986147, 550502, 671850, 1280621, 489070, 829552, 730739, 874614, 285824, 198790, 1091718, 1335949, 883344, 1229969, 1740434, 1987227, 39072, 1379489, 1839275, 522929, 635065, 540869, 1199301, 1918154, 1081035, 1745099, 411854, 67796, 233178, 1264864, 1609953, 1638112, 1807590, 152815, 1997554, 1131766, 218366, 435969, 1535745, 310024, 1245449, 625419, 1955089, 1472274, 288019, 157466, 1443618, 468771, 329001, 1550125, 1671475, 739124, 1490743, 1598266, 867131, 1464124, 1895748, 534341, 1921399, 1487355, 507773, 282493, 1937797, 491403, 1580431, 1620882, 1693077, 526233, 950190, 2017715, 1260987, 1455553, 1878980, 162246, 1174983, 718805, 916444, 1256414, 1887203, 610792, 775656, 1409006, 1704948, 1012215, 1959419}	76
Dick	 Mrs. Albert Adrian (Vera Gillespie)	{379910, 61448, 2035209, 996362, 1537548, 235022, 1894417, 737298, 923154, 1345557, 1713686, 231961, 1242650, 1998875, 267289, 749085, 88097, 629283, 794659, 202277, 1437221, 1177131, 1700397, 1790509, 1560625, 953906, 537651, 801846, 487992, 14394, 1281594, 2023995, 651329, 155203, 531524, 941126, 191052, 644684, 520782, 1938517, 203350, 1011800, 1402456, 1000026, 1307228, 394333, 472158, 547421, 875104, 1432668, 868450, 1840738, 845412, 701029, 1986147, 1614951, 1705068, 489070, 829552, 650354, 494195, 721522, 1109110, 1029239, 571511, 626816, 1148544, 1264256, 327813, 891021, 1238160, 1851024, 1740434, 1032339, 47771, 998045, 897694, 39072, 625313, 664737, 1201315, 841382, 1039528, 935598, 1496238, 1909936, 509105, 138930, 1790133, 1078969, 882363, 769212, 1294013, 752830, 1298108, 2042558, 2035905, 667845, 745673, 1820361, 223436, 1314509, 411854, 872655, 739536, 909007, 1556180, 1601748, 850649, 599770, 1170649, 761055, 1264864, 366306, 1429734, 1730790, 1944810, 172779, 351979, 1647853, 1890028, 1967340, 2031344, 1691377, 1812721, 482547, 1814773, 1131766, 1519863, 1019131, 1795323, 218366, 1634046, 1535745, 617732, 1144070, 665353, 1081100, 1341708, 1750799, 609554, 1596182, 550679, 170264, 157466, 193818, 640284, 643868, 1174302, 1872668, 1916186, 1475361, 1351970, 384292, 276776, 1522986, 465195, 140076, 1093934, 1671475, 805173, 1598266, 1003835, 260412, 1603902, 245055, 1356096, 444225, 927554, 802120, 1420617, 1343306, 1941836, 1994061, 1696590, 819535, 943444, 1516372, 1005398, 1527131, 573790, 1418591, 1252706, 1327971, 1091941, 1589609, 157547, 881004, 1469296, 1151857, 188277, 407413, 2026872, 1714553, 1646970, 1033595, 1349499, 1961852, 83327, 1229695, 247681, 1326463, 2020226, 1336708, 701830, 2032006, 1313161, 99215, 1580431, 718743, 765336, 962456, 1174935, 833953, 113059, 1868710, 971176, 243114, 966060, 1821103, 123829, 168885, 337846, 709557, 994229, 503226, 1016763, 1413051, 1693115, 887742, 1855422, 540608, 929728, 528834, 1706946, 772548, 220102, 972232, 797641, 346058, 449482, 1126346, 1162188, 603089, 744402, 1210833, 93141, 787416, 1620440, 1393628, 1569757, 773598, 1256414, 1260510, 1447390, 21989, 1839078, 775656, 1271272, 1923562, 1818602, 150507, 331755, 416749, 1023470, 1246703, 1071088, 1553905, 1769968, 1836528, 592373, 988662}	781
Yasbeck	 Mrs. Antoni (Selini Alexander)	{1469442, 763908, 98310, 1124359, 1218569, 319498, 996362, 2035209, 1415181, 235022, 724494, 737298, 306710, 231961, 1759771, 350752, 1428000, 1533984, 794659, 202277, 679462, 891435, 970797, 1700397, 1357359, 105522, 6197, 801846, 442423, 487992, 1220664, 293434, 1003579, 2023995, 651329, 1137220, 644684, 1446988, 520782, 1922636, 515664, 2008652, 1625171, 1052757, 570454, 1304151, 623704, 1402456, 423002, 1637973, 597084, 1432668, 1675361, 701029, 1335397, 943721, 907886, 829552, 1261168, 223859, 951411, 1488511, 626816, 1473665, 1697410, 957063, 1273480, 1313929, 1151116, 1238160, 1229969, 1740434, 243347, 1771156, 1776785, 189083, 897694, 39072, 1492641, 1252003, 1502371, 980647, 429225, 1617582, 1478328, 15035, 808123, 1160381, 2042558, 1940673, 2035905, 667845, 1713861, 1278153, 112330, 1960141, 2023123, 1556180, 1601748, 850649, 1170649, 1058012, 1119966, 481507, 1730790, 1812721, 1211126, 1519863, 624376, 1795323, 1527549, 218366, 873728, 375041, 1535745, 982281, 884490, 1560842, 1341708, 1890061, 1750799, 364306, 548115, 609554, 1024786, 1762580, 170264, 824088, 1097498, 640284, 1549086, 29472, 462114, 1147173, 1398054, 329001, 744746, 1791273, 1090349, 433966, 572207, 770863, 656690, 1671475, 739124, 805173, 134456, 501560, 1598266, 1013051, 260412, 768831, 757568, 786752, 927554, 1647935, 1646916, 1032005, 264008, 1168201, 1420617, 1708875, 1941836, 1516372, 155478, 632150, 1005398, 789849, 1271127, 1501528, 249180, 1297245, 821086, 1418591, 1793371, 533346, 505699, 809314, 1594723, 1591142, 687463, 1343337, 1785707, 881004, 1345390, 1082223, 1588590, 1918322, 1244019, 199544, 1290617, 2026872, 1349499, 781699, 282501, 1937797, 2032006, 1313161, 998283, 1582476, 1323917, 244622, 1580431, 359824, 318865, 1717645, 1174935, 1443224, 1866136, 1572763, 1808796, 741789, 833953, 1868710, 637863, 269224, 1295272, 1437098, 267691, 1935787, 1875375, 1099184, 1480112, 123829, 337846, 994229, 1977272, 1525177, 354235, 1413051, 1693115, 540608, 772548, 1158597, 220102, 1280964, 1286086, 346058, 41932, 28112, 1585105, 744402, 1186264, 239578, 802779, 1393628, 1148893, 773598, 1246687, 323040, 1011680, 1256414, 1994722, 21989, 775656, 1818602, 331755, 1758700, 867309, 1071088, 1553905, 1130994, 1704948, 592373, 988662, 155644, 1405951}	830
Nasser	 Mrs. Nicholas (Adele Achem)	{1729538, 1654275, 1508357, 98310, 15367, 2035209, 996362, 550924, 1989644, 120341, 306710, 438808, 1167388, 1158176, 1533984, 1815075, 28197, 202277, 679462, 1437221, 1206314, 891435, 1755690, 910381, 1700397, 1354292, 6197, 2011188, 442423, 1220664, 1548345, 1281594, 625213, 1090626, 1847874, 531524, 1016903, 1490503, 644684, 1922636, 1607758, 466513, 1907281, 473172, 1637973, 246870, 1402456, 423002, 597084, 547421, 1980512, 1559140, 829552, 1804402, 223859, 233588, 951411, 105599, 370822, 634512, 892560, 1229969, 243347, 81044, 1090197, 1395859, 1740434, 47771, 446107, 1201315, 1953959, 918699, 1645233, 2002609, 868022, 1942199, 1128636, 2042558, 489663, 1856193, 1130690, 1156290, 2035905, 364745, 864458, 885450, 1082057, 1551052, 30926, 1627339, 1960141, 1777362, 1601748, 1916120, 850649, 1170649, 1224414, 981217, 172779, 691949, 141552, 482547, 706806, 1416951, 1664252, 375041, 496386, 110851, 861444, 1535745, 1341194, 1809163, 1890061, 691473, 1020690, 1762580, 1177366, 293657, 1105178, 936732, 1814303, 74017, 143650, 380710, 1671475, 35637, 274230, 805173, 886073, 1003835, 260412, 1013051, 359743, 444225, 574273, 927554, 1563969, 1398085, 1862981, 997191, 264008, 942926, 1235792, 1251152, 842581, 632150, 1005398, 432985, 1816921, 249180, 971100, 379230, 1117023, 1297245, 1526623, 533346, 633699, 733541, 687463, 1343337, 1588590, 61294, 161647, 752495, 1579887, 182642, 348531, 281460, 407413, 683890, 808821, 1800056, 1290617, 386426, 1059706, 1933176, 614270, 2020226, 282501, 1098629, 2032006, 436616, 1582476, 1323917, 244622, 616852, 1443224, 494489, 1034650, 741789, 1944989, 833953, 784290, 1315234, 637863, 269224, 1260967, 1011114, 267691, 1770416, 1962928, 121269, 337846, 709557, 994229, 1296827, 1413051, 1693115, 1855422, 540608, 816577, 396739, 772548, 1357251, 220102, 1812429, 93141, 1347542, 456665, 1121241, 802779, 101853, 463838, 1256414, 1768931, 21989, 667623, 775656, 729066, 331755, 450027, 678381, 1488878, 1758700, 1071088, 1553905, 1704948, 239606, 170487, 1959417, 1519099}	9
Yasbeck	 Mr. Antoni	{763908, 1218569, 1161227, 1415181, 724494, 1527824, 737298, 586774, 1713686, 350752, 1533984, 729640, 105522, 487992, 1220664, 14394, 2023995, 651329, 1818187, 644684, 1446988, 520782, 1922636, 2008652, 788050, 1052757, 570454, 232023, 623704, 668249, 884827, 1432668, 875104, 1675361, 943721, 1412713, 829552, 1261168, 1176178, 626816, 1697410, 957063, 1273480, 1238160, 1229969, 1740434, 1032339, 897694, 39072, 1478328, 1150652, 1918662, 1278153, 2023123, 1556180, 824028, 198881, 1729773, 624376, 218366, 1535745, 982281, 1245449, 1809163, 1341708, 1750799, 364306, 1024786, 1097498, 640284, 1443618, 1147173, 1398054, 329001, 744746, 1791273, 1090349, 433966, 572207, 1436461, 1550125, 656690, 1671475, 739124, 134456, 501560, 1811257, 757568, 786752, 1168201, 1941836, 1516372, 632150, 789849, 1297245, 821598, 505699, 1591142, 1785707, 881004, 1082223, 2026872, 767866, 1349499, 781699, 1937797, 1313161, 998283, 1582476, 1323917, 1717645, 1580431, 359824, 1210768, 1868710, 637863, 269224, 1295272, 1770416, 123829, 1271736, 1525177, 1977272, 1693115, 1280964, 220102, 346058, 1393628, 1148893, 773598, 1246687, 323040, 1011680, 1256414, 242149, 775656, 1758700, 1704948, 239606, 155644}	620
Ryerson	 Miss. Emily Borie	{1257472, 1729538, 1493509, 459782, 2035209, 1049619, 1164312, 1437221, 1435181, 426030, 689711, 1700397, 1743406, 105522, 332857, 1356860, 1064513, 1847874, 1628227, 839749, 1136714, 474187, 1620048, 1071185, 1308241, 1824848, 1998930, 203350, 1739862, 1884761, 1307228, 547421, 967267, 1018470, 1497198, 940657, 223859, 494195, 1404533, 285824, 957063, 323721, 1413769, 1878666, 1749139, 81044, 58517, 1509528, 962715, 39072, 664737, 1581733, 1953959, 1231532, 1478328, 1128636, 1150652, 752830, 489663, 1446077, 2035905, 1156290, 1278153, 1726666, 764620, 1960141, 215765, 850649, 1170649, 761055, 34532, 1895653, 982248, 1992942, 1871089, 996085, 706806, 2011895, 1576696, 1664252, 1698046, 253184, 1827585, 1089282, 1144070, 24839, 126215, 665353, 1213705, 166155, 1313544, 1646344, 1040142, 525071, 943891, 1134870, 193818, 1559322, 143650, 1147173, 1708326, 276776, 1787180, 572207, 805173, 501560, 577337, 1731385, 604475, 260412, 1603902, 927554, 1806664, 973132, 819535, 464722, 1450834, 559450, 249180, 482655, 792927, 799072, 1058144, 1117023, 2017119, 1091941, 1258855, 1970023, 1343337, 528747, 921963, 104319, 1149827, 1336708, 2032006, 909192, 386956, 1544077, 530830, 535950, 1233808, 2042769, 834453, 1574295, 222618, 322461, 147870, 1889186, 1253796, 267691, 294831, 1296304, 1821103, 709557, 994229, 1373624, 1426879, 540608, 1461186, 772548, 762310, 617417, 797641, 1126346, 477132, 1812429, 824782, 1892304, 618449, 582616, 456665, 1240027, 463838, 743902, 1260510, 1281504, 1395682, 21989, 667623, 610792, 1923562, 1182193, 1959417, 1519099, 313854}	311
Humblen	 Mr. Adolf Mathias Nicolai Olsen	{1014274, 1654275, 1493509, 15367, 1620488, 599050, 550924, 235022, 724494, 1871889, 737298, 103957, 389142, 586774, 1713686, 1545246, 1592863, 1059872, 1533984, 794659, 1806884, 202277, 1942056, 1196085, 392246, 1220664, 1052732, 625213, 1453628, 1687619, 531524, 560710, 1016903, 843338, 1922636, 1800781, 632398, 910415, 515664, 788050, 1867858, 861270, 1402456, 1839705, 423002, 825434, 832604, 1124955, 1507933, 1980512, 688738, 496238, 1003632, 1261168, 1167986, 407156, 1729141, 1644666, 1857659, 105599, 1697410, 1161861, 787079, 52362, 505994, 714380, 362125, 1972875, 514192, 883344, 892560, 243347, 1961620, 1032339, 1070228, 682646, 805014, 1229969, 1374870, 1740434, 47771, 446107, 962715, 1535643, 1645727, 1791134, 1987227, 1201315, 1165994, 21683, 769716, 1214134, 489655, 875191, 1310907, 1130690, 914115, 1082057, 867530, 1547465, 1726666, 1314509, 1918154, 1710799, 1777362, 479443, 1601748, 1568469, 1916120, 730329, 233178, 623326, 142048, 1271009, 38627, 34532, 1631460, 1281258, 172779, 691949, 259310, 754, 404213, 1393398, 2011895, 1841914, 1112315, 1795323, 375041, 437505, 1245449, 1341194, 1809163, 1125644, 1635600, 364306, 1024786, 1762580, 864533, 170264, 1771156, 157466, 1365787, 640284, 1559322, 1538335, 1047329, 819490, 1443618, 1538854, 829735, 683816, 1224489, 1695016, 1940268, 1550125, 884527, 849203, 1671475, 359743, 1649984, 444225, 997191, 1427272, 1787719, 1857869, 1627474, 842581, 632150, 1005398, 649048, 432985, 1088854, 1816921, 1638236, 1297245, 54110, 1846623, 200031, 263008, 792927, 533346, 1343842, 1418591, 1526623, 1617758, 523111, 697703, 1583975, 1730917, 528747, 730993, 979826, 1783665, 281460, 1490293, 111478, 348023, 1122678, 1800056, 767866, 1059706, 2020701, 669566, 282501, 372613, 1098629, 1984904, 1313161, 1087884, 440205, 244622, 99215, 1323917, 1580431, 214418, 592275, 1582476, 1763736, 494489, 1034650, 1565091, 634790, 637863, 269224, 654247, 950190, 147378, 1287092, 1576373, 337846, 566714, 1693115, 1855422, 1383359, 540608, 107458, 220102, 393158, 762310, 822727, 1174983, 28112, 1892304, 744402, 452563, 93141, 1566165, 1927637, 1256414, 89567, 677344, 1246687, 696290, 1301987, 1044964, 1543649, 775656, 310249, 1229295, 1553905, 609268, 1704948, 239606, 1179643, 1002492}	699
